symbol,take_profit,stop_loss,max_hold_bars,volume_ratio,rsi_max,total_trades,win_rate,total_return,mdd,pf,avg_hold_bars,asset,resample_min,saved_at
KRW-AAVE,0.015,0.008,30,1.5,65,963,32.4,-159.96,-81.44,0.713,19.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.008,10,1.2,65,1178,25.5,-154.09,-81.28,0.712,16.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.008,20,1.5,65,966,28.4,-152.73,-80.41,0.711,18.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.008,20,1.2,70,1838,27.7,-299.26,-95.83,0.71,18.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,20,2.0,65,756,27.4,-88.2,-60.25,0.71,7.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.008,20,1.5,70,1607,27.6,-261.18,-93.87,0.71,18.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.01,10,1.2,65,1239,35.5,-154.05,-80.58,0.709,9.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,50,2.0,65,720,14.2,-101.66,-67.58,0.709,17.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,10,1.5,65,1007,23.0,-127.33,-75.8,0.709,14.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,50,1.5,65,1002,32.8,-148.54,-79.23,0.709,12.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,30,1.5,65,960,20.2,-152.3,-81.62,0.709,21.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,50,2.0,70,1360,46.4,-164.74,-81.82,0.708,7.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.01,10,1.2,70,1909,24.8,-262.14,-94.23,0.707,16.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.008,20,1.2,65,1140,28.3,-184.9,-85.94,0.706,18.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,20,1.2,65,1223,32.4,-168.61,-83.13,0.705,10.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,50,1.5,70,1718,32.7,-263.21,-93.36,0.704,12.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.01,10,1.2,70,2085,35.0,-269.15,-93.86,0.704,9.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,30,2.0,70,1300,26.7,-200.58,-87.85,0.703,13.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.008,10,2.0,70,1336,30.4,-180.1,-85.23,0.703,10.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,30,2.0,70,1369,45.6,-166.4,-82.11,0.703,7.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,30,1.2,65,1241,45.0,-152.22,-80.04,0.702,7.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,20,2.0,70,1240,21.5,-190.52,-88.09,0.702,18.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,30,2.0,70,1273,23.3,-202.91,-88.4,0.702,16.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.008,10,2.0,70,1274,25.0,-178.27,-85.98,0.701,16.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.008,20,1.2,70,1898,31.0,-310.91,-96.21,0.701,15.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,20,1.2,65,1143,21.2,-175.99,-85.2,0.7,18.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.008,20,1.5,70,1653,30.9,-271.14,-94.24,0.7,15.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.008,20,1.5,65,981,31.5,-156.64,-80.72,0.7,15.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,30,2.0,65,725,15.6,-100.3,-65.68,0.7,16.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.008,10,1.5,70,1664,24.2,-236.21,-92.44,0.699,16.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.008,10,2.0,70,1357,34.9,-179.51,-84.62,0.699,9.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,30,2.0,70,1224,19.8,-201.71,-89.27,0.699,21.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.008,20,1.5,70,1699,36.6,-267.29,-93.68,0.699,13.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.008,10,1.2,65,1241,34.9,-159.45,-81.49,0.699,9.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,50,1.5,65,1024,45.8,-129.2,-74.66,0.698,8.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,20,1.2,65,1249,44.3,-153.08,-80.05,0.696,7.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,30,1.5,65,1014,32.5,-150.36,-79.64,0.696,11.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,10,1.2,65,1198,23.1,-157.96,-81.85,0.696,14.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,30,1.2,70,1798,19.8,-304.27,-96.17,0.695,21.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,20,2.0,70,1337,32.3,-193.13,-86.36,0.695,9.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,10,2.0,65,757,25.6,-87.72,-60.77,0.695,7.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,20,2.0,70,1313,27.0,-198.27,-87.55,0.694,12.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.01,10,1.2,65,1226,31.5,-165.7,-82.88,0.694,11.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,20,1.5,70,1611,20.5,-258.05,-93.83,0.694,18.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,30,1.5,70,1579,19.6,-269.47,-94.48,0.694,20.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,20,2.0,70,1376,44.8,-170.23,-82.76,0.693,6.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.008,10,2.0,70,1318,27.4,-186.85,-86.64,0.693,12.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,30,1.2,70,2030,32.3,-310.3,-96.07,0.693,11.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,20,2.0,70,1288,24.1,-199.58,-87.99,0.693,14.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,50,1.5,70,1665,25.9,-286.01,-95.13,0.693,15.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.01,10,1.5,65,1038,35.1,-138.22,-76.94,0.692,10.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,30,1.2,65,1128,19.9,-189.42,-86.94,0.692,21.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.008,10,1.2,65,1228,30.9,-167.42,-83.11,0.691,10.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.008,10,1.2,70,1916,24.1,-278.84,-95.12,0.691,16.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,50,1.5,70,1816,45.9,-236.56,-91.37,0.69,7.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,10,1.2,65,1267,42.0,-145.95,-78.6,0.689,5.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,50,1.2,70,1837,21.7,-333.65,-97.07,0.689,19.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,50,1.2,70,1907,26.0,-332.3,-97.02,0.689,15.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,50,1.2,70,2116,45.8,-277.98,-94.34,0.688,7.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,20,1.5,65,1020,32.1,-149.07,-79.14,0.688,10.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,50,2.0,65,736,16.8,-108.79,-68.52,0.688,13.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,20,1.2,70,1842,20.6,-301.01,-96.03,0.688,18.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,20,2.0,65,731,17.4,-100.84,-65.96,0.687,14.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.008,10,1.2,70,2090,34.1,-288.43,-94.95,0.686,9.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,20,2.0,65,750,22.1,-99.91,-64.85,0.686,9.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.01,10,1.5,70,1796,34.7,-247.49,-92.33,0.686,9.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,20,1.2,70,2144,44.5,-274.39,-94.12,0.685,6.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,20,1.5,70,1840,44.6,-234.85,-91.21,0.685,6.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,30,1.5,65,1032,44.7,-134.09,-75.86,0.685,7.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,10,2.0,65,740,21.2,-91.76,-62.17,0.685,12.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,50,2.0,65,744,20.2,-106.62,-67.68,0.684,11.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,10,2.0,65,752,22.9,-91.98,-61.97,0.684,9.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,30,1.5,70,1828,45.1,-240.12,-91.67,0.684,7.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,10,2.0,70,1357,27.6,-185.43,-86.06,0.684,9.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,10,1.2,65,1256,32.1,-161.47,-81.79,0.684,7.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,20,1.2,65,1203,26.8,-188.01,-86.2,0.683,12.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,50,1.2,65,1170,25.6,-207.0,-88.87,0.683,16.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,30,1.2,70,2130,45.1,-281.89,-94.55,0.683,7.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.008,10,1.5,65,1038,34.3,-141.58,-77.62,0.683,9.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.01,10,1.5,65,1019,28.2,-147.77,-79.63,0.682,13.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,30,2.0,65,748,20.7,-104.39,-66.2,0.682,10.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,50,1.5,70,1607,21.3,-298.89,-95.77,0.682,19.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.01,10,1.2,70,2037,30.1,-294.5,-95.56,0.682,11.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.01,10,1.5,70,1766,30.1,-257.66,-93.54,0.681,11.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,20,1.5,65,1039,44.2,-133.86,-75.66,0.68,7.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,10,2.0,65,764,37.4,-82.64,-57.61,0.68,4.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,10,2.0,70,1295,22.4,-186.14,-87.16,0.68,14.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,30,1.2,65,1190,26.3,-198.57,-87.58,0.679,14.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,20,1.2,70,2059,31.6,-315.72,-96.17,0.679,10.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.01,10,1.2,65,1214,28.3,-176.78,-84.77,0.679,13.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,30,2.0,65,763,37.1,-87.4,-59.78,0.679,5.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,50,2.0,65,763,37.2,-87.79,-59.94,0.679,5.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,10,2.0,70,1395,42.2,-169.4,-82.56,0.678,5.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,30,1.5,70,1751,31.9,-282.23,-94.61,0.677,11.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.01,10,1.5,70,1733,27.2,-262.23,-93.84,0.676,13.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.01,10,1.2,70,1999,27.2,-301.44,-95.87,0.676,13.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,30,2.0,65,740,18.0,-108.85,-67.5,0.676,12.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.008,10,1.5,70,1799,33.9,-257.32,-93.06,0.675,9.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,10,1.2,65,1244,28.2,-170.16,-83.49,0.675,9.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,30,1.2,65,1252,25.7,-170.8,-83.02,0.675,7.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,10,1.2,70,2193,42.2,-269.05,-93.83,0.675,5.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,30,1.2,70,1956,26.2,-336.2,-97.07,0.675,13.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.01,10,1.5,65,1030,30.9,-149.78,-79.73,0.675,11.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,10,2.0,70,1376,31.8,-187.88,-86.02,0.675,7.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.008,10,1.5,65,1019,27.5,-149.78,-80.01,0.674,12.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.008,10,1.2,65,1216,27.7,-178.61,-84.98,0.674,12.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,50,2.0,70,1363,25.8,-193.45,-86.29,0.674,8.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,10,1.5,70,1709,21.7,-253.98,-93.6,0.672,14.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,50,1.2,65,1145,21.0,-220.34,-90.38,0.671,19.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.008,10,1.5,70,1769,29.3,-265.67,-94.04,0.671,10.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.008,10,1.2,70,2044,29.5,-305.39,-96.02,0.671,10.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,20,2.0,65,744,19.2,-106.81,-66.85,0.671,11.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,10,1.5,70,1879,42.2,-234.79,-91.27,0.671,5.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,10,1.5,65,1048,31.6,-141.15,-77.62,0.671,7.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,50,2.0,70,1337,20.2,-205.38,-88.49,0.67,10.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,30,1.5,70,1708,26.1,-297.51,-95.56,0.67,13.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.008,10,1.5,65,1030,30.2,-150.79,-79.96,0.67,10.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,20,1.2,65,1258,26.1,-171.19,-83.08,0.67,7.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,50,1.2,65,1251,25.2,-176.52,-83.97,0.67,8.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,20,2.0,65,764,37.2,-89.7,-60.59,0.668,4.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.005,10,1.5,65,1055,41.7,-130.21,-74.81,0.668,6.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,10,2.0,70,1340,24.6,-196.13,-87.91,0.668,10.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,50,2.0,70,1310,16.6,-210.29,-89.38,0.668,13.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.008,10,1.2,70,2006,26.5,-310.84,-96.24,0.667,12.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,50,1.5,65,985,25.3,-183.74,-85.52,0.667,16.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,10,1.2,65,1282,37.1,-147.63,-78.48,0.666,4.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,50,1.5,65,966,21.0,-188.7,-86.47,0.666,19.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,30,1.2,70,1898,22.5,-346.66,-97.3,0.666,16.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.005,10,1.2,70,1973,21.5,-299.15,-95.96,0.666,14.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.008,10,1.5,70,1736,26.4,-272.0,-94.4,0.664,12.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,20,1.5,65,1010,26.5,-167.52,-82.8,0.664,12.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,10,1.2,65,1274,27.9,-161.63,-81.31,0.663,6.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,30,1.2,65,1274,36.6,-156.28,-80.29,0.663,5.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,20,1.5,70,1771,31.2,-286.98,-94.77,0.662,9.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,50,1.2,65,1274,36.7,-157.18,-80.47,0.662,5.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,20,1.5,70,1732,26.0,-294.62,-95.42,0.661,12.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,50,1.2,70,2129,25.4,-314.35,-96.02,0.661,8.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,30,2.0,70,1371,25.8,-200.04,-87.15,0.66,7.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,20,1.2,70,1994,26.1,-340.13,-97.17,0.66,12.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,50,1.2,65,1165,13.0,-194.67,-87.29,0.66,17.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,50,1.5,65,990,13.1,-166.74,-83.45,0.658,17.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,20,2.0,70,1378,26.4,-197.58,-86.88,0.657,7.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,20,1.2,70,1938,23.1,-342.92,-97.19,0.657,14.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,10,1.2,70,2139,31.0,-308.96,-95.85,0.657,7.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,30,1.5,65,1002,26.0,-179.25,-84.55,0.657,14.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,30,1.2,65,1174,15.2,-188.3,-86.29,0.655,15.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,20,1.2,65,1277,36.6,-159.17,-80.85,0.655,5.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,20,2.0,70,1359,21.8,-204.85,-88.21,0.655,9.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,10,1.5,65,1041,27.6,-152.15,-80.31,0.655,9.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,30,2.0,70,1349,20.6,-211.46,-88.93,0.654,10.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,30,1.2,70,2138,25.6,-318.08,-96.17,0.654,7.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,10,1.2,65,1232,25.1,-184.4,-85.77,0.653,11.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,20,1.5,70,1688,22.9,-303.06,-95.76,0.652,14.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,30,1.5,70,1660,22.2,-315.38,-96.26,0.652,16.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,10,1.2,65,1263,24.5,-170.17,-82.92,0.652,7.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,30,1.5,65,999,14.9,-162.97,-82.21,0.651,15.5,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,30,1.2,65,1231,20.1,-191.04,-86.32,0.651,10.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,10,2.0,70,1384,23.7,-193.29,-86.82,0.65,7.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,10,2.0,70,1401,27.6,-189.49,-85.87,0.65,6.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,20,1.2,65,1240,21.3,-187.94,-85.88,0.649,9.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.005,10,1.5,70,1838,30.8,-273.22,-94.08,0.649,7.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,20,1.2,65,1183,23.2,-211.21,-89.03,0.649,14.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,10,1.5,70,1810,26.5,-279.06,-94.76,0.648,9.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,20,1.2,65,1187,16.8,-187.91,-86.21,0.648,14.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,30,1.2,65,1170,22.5,-222.9,-90.27,0.647,16.6,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,20,1.2,70,2152,25.8,-319.0,-96.2,0.647,7.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,10,1.2,65,1219,20.2,-172.38,-83.79,0.647,11.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,30,2.0,70,1324,17.8,-219.38,-89.93,0.645,12.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,10,1.2,70,2241,37.1,-277.82,-94.24,0.645,4.4,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,20,1.5,65,996,23.2,-179.19,-84.83,0.645,14.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,10,1.5,65,1030,24.8,-157.42,-81.47,0.645,11.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,30,2.0,70,1402,36.9,-182.84,-84.71,0.644,4.9,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.005,10,1.2,70,2096,26.6,-325.88,-96.73,0.644,9.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,50,2.0,70,1264,13.4,-225.23,-91.44,0.644,17.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,50,2.0,70,1401,37.1,-183.59,-84.82,0.644,5.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,30,1.2,70,2214,37.0,-291.71,-94.96,0.643,5.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,50,1.2,65,1226,19.1,-201.64,-87.86,0.643,10.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,50,1.2,70,2213,37.1,-292.25,-94.98,0.643,5.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,20,1.5,65,1007,16.3,-162.08,-82.05,0.643,14.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,50,1.5,65,1046,24.5,-161.59,-81.41,0.642,8.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.003,20,2.0,70,1336,19.1,-214.5,-89.45,0.642,11.2,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,50,1.5,70,1663,12.9,-299.29,-95.99,0.641,17.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,20,1.2,70,2218,37.1,-291.0,-94.92,0.641,4.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,10,1.5,65,1025,19.7,-148.22,-79.42,0.641,11.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,30,1.5,65,1048,24.9,-159.82,-81.05,0.64,7.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,20,2.0,70,1406,37.1,-183.83,-84.85,0.64,4.8,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,50,1.2,70,1903,13.1,-341.83,-97.43,0.64,17.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,50,1.5,70,1830,24.9,-290.06,-94.79,0.639,8.0,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.005,0.003,10,2.0,70,1415,36.7,-178.52,-83.99,0.639,4.3,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.015,0.003,50,1.2,70,2062,19.4,-347.41,-97.35,0.639,10.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.03,0.003,30,1.2,70,1934,14.9,-333.57,-97.08,0.638,15.7,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.01,0.003,10,1.2,70,2196,27.1,-307.87,-95.7,0.637,6.1,CRYPTO,5,2026-04-27 01:27:34
KRW-AAVE,0.02,0.005,30,1.5,65,987,22.6,-193.38,-86.83,0.636,16.6,CRYPTO,5,2026-04-27 01:27:34
